compound_name,chembl_id,is_CPE_hit,Concentration CPE (nM),Inhibition of cytopathicity (%)
Ro-04-5595,CHEMBL1624380,False,8.33,2.27
Ro-08-2750,CHEMBL1397270,False,833.33,2.07
Ro-10-5824,CHEMBL1616116,False,1.0,0.67
Ro-106-9920,CHEMBL271023,False,10000.0,13.97
Ro-1138452,CHEMBL9540,False,100.0,2.45
Ro-15-4513,CHEMBL6597,False,8.33,7.03
Ro-19-4605,CHEMBL269366,False,8.33,3.55
Ro-20-1724,CHEMBL18701,False,8.33,1.6
Ro-25-6981,CHEMBL305195,False,100.0,-0.78
Ro-28-1675,CHEMBL1096435,False,10000.0,1.96
Ro-3,CHEMBL494772,False,10000.0,2.54
Ro-3306,CHEMBL5305651,False,10000.0,4.28
Ro-48-8071,CHEMBL304858,False,10000.0,13.8
Ro-4987655,CHEMBL1614766,False,1.0,-1.5
Ro-5126766,CHEMBL3264002,False,1.0,-0.25
Ro-60-0175,CHEMBL76781,False,8.33,4.09
Ro-61-8048,CHEMBL134915,False,100.0,7.06
Ro-67-7476,CHEMBL4303496,False,833.33,1.4
Ro-90-7501,CHEMBL578741,False,10000.0,6.35
S-07662,CHEMBL4303710,False,10000.0,3.09
S-111,CHEMBL375563,False,1.0,3.89
S-14506,CHEMBL1590266,False,100.0,0.77
S-isopropylisothiourea,CHEMBL483091,False,100.0,3.8
S-methylcysteine,CHEMBL394875,False,1.0,4.21
S-nitrosoglutathione,CHEMBL63507,False,8.33,0.8
S-sulfo-L-cysteine,CHEMBL457665,False,833.33,1.93
S-trityl-L-cysteine,CHEMBL392695,False,8.33,-0.64
S18986,CHEMBL320642,False,100.0,-6.43
S1P1-agonist-III,CHEMBL1938952,False,8.33,-0.01
S26948,CHEMBL4303501,False,8.33,2.25
S4,CHEMBL2047811,False,10000.0,5.04
SA-47,CHEMBL4303659,False,10000.0,4.93
SANT-1,CHEMBL515916,False,8.33,0.23
SANT-2,CHEMBL514344,False,10000.0,4.29
SAR-245409,CHEMBL3545366,False,8.33,4.37
SAR131675,CHEMBL4303275,False,10000.0,6.9
SAR405,CHEMBL3622372,True,10000.0,44.35
SAR405838,CHEMBL2381408,False,833.33,2.65
SAR407899,CHEMBL1667969,False,1.0,1.91
SB-200646,CHEMBL85194,False,10000.0,1.94
SB-202190,CHEMBL278041,False,10000.0,8.91
SB-203186,CHEMBL1255781,False,8.33,2.59
SB-203580,CHEMBL10,False,10000.0,4.9
SB-205384,CHEMBL1256667,False,100.0,3.12
SB-206553,CHEMBL297784,False,10000.0,2.05
SB-216641,CHEMBL20963,False,10000.0,5.11
SB-216763,CHEMBL102714,True,10000.0,20.84
SB-218078,CHEMBL304428,False,10000.0,8.57
SB-218795,CHEMBL9843,False,1.0,2.67
SB-221284,CHEMBL276140,False,833.33,1.75
SB-222200,CHEMBL10284,False,100.0,5.18
SB-225002,CHEMBL239767,False,1.0,0.2
SB-228357,CHEMBL14276,False,10000.0,2.45
SB-2343,CHEMBL3393066,False,100.0,3.48
SB-239063,CHEMBL256835,False,10000.0,7.7
SB-242235,CHEMBL95692,False,10000.0,7.05
SB-243213,CHEMBL14460,False,833.33,0.74
SB-258585,CHEMBL60264,False,100.0,0.99
SB-268262,CHEMBL4303376,True,833.33,16.48
SB-269970,CHEMBL282199,False,833.33,2.79
SB-271046,CHEMBL431298,False,8.33,3.35
SB-297006,CHEMBL284954,False,100.0,2.6
SB-328437,CHEMBL33227,False,100.0,1.17
SB-334867,CHEMBL291536,False,100.0,2.76
SB-366791,CHEMBL122413,False,833.33,-0.56
SB-399885,CHEMBL1210710,False,833.33,5.17
SB-408124,CHEMBL1334465,False,10000.0,4.9
SB-415286,CHEMBL322970,False,10000.0,6.31
SB-431542,CHEMBL440084,False,8.33,0.7
SB-452533,CHEMBL120735,False,8.33,2.65
SB-505124,CHEMBL226838,False,1.0,-0.26
SB-525334,CHEMBL401570,False,1.0,3.48
SB-590885,CHEMBL1891617,False,10000.0,6.82
SB-612111,CHEMBL559569,False,100.0,4.25
SB-657510,CHEMBL2348501,False,8.33,1.7
SB-683698,CHEMBL91485,False,8.33,2.0
SB-705498,CHEMBL207433,False,833.33,3.42
SB-706375,CHEMBL522770,False,8.33,2.6
SB-742457,CHEMBL1083390,False,10000.0,1.43
SB-743921,CHEMBL2325429,False,1.0,1.81
SB-747651A,CHEMBL188434,False,1.0,0.63
SB-756050,CHEMBL4303545,False,10000.0,6.2
SB-772077B,CHEMBL1956071,False,8.33,3.31
SB-939,CHEMBL1851943,False,1.0,2.32
SBE-13,CHEMBL1625188,False,8.33,0.63
SBHA,CHEMBL320497,False,833.33,-0.16
SC-10,CHEMBL1397913,False,100.0,1.31
SC-12267,CHEMBL197194,False,833.33,5.63
SC-144,CHEMBL225542,False,8.33,0.82
SC-19220,CHEMBL112816,False,8.33,1.22
SC-236,CHEMBL282093,False,8.33,3.82
SC-51089,CHEMBL544573,False,10000.0,5.24
SC-560,CHEMBL26915,False,8.33,3.29
SC-9,CHEMBL1552551,False,833.33,2.55
SCH-202676,CHEMBL1188627,False,1.0,1.73
SCH-221510,CHEMBL513136,False,10000.0,2.21
SCH-23390,CHEMBL62,False,1.0,10.46
SCH-28080,CHEMBL47529,False,100.0,2.87
SCH-51344,CHEMBL3793901,False,833.33,-0.23
SCH-58261,CHEMBL17127,False,8.33,1.86
SCH-900776,CHEMBL2386889,False,100.0,2.32
SCMC-Lys,CHEMBL4303635,False,1.0,1.74
SCOPOLAMINE HYDROBROMIDE,CHEMBL3185877,False,1.0,1.79
SCS,CHEMBL354261,False,833.33,0.75
SD-169,CHEMBL1435541,False,10000.0,3.72
SD-208,CHEMBL238125,False,8.33,0.45
SD-2590,CHEMBL1771212,False,1.0,3.42
SDM25N,CHEMBL1324873,False,1.0,1.25
SDZ-205-557,CHEMBL287045,False,8.33,3.49
SDZ-21009,CHEMBL1433455,False,8.33,0.3
SDZ-220-040,CHEMBL409024,False,100.0,2.7
SDZ-220-581,CHEMBL1331280,False,1.0,8.76
SDZ-NKT-343,CHEMBL106092,False,833.33,5.13
SDZ-SER-082,CHEMBL316069,False,100.0,1.77
SDZ-WAG-994,CHEMBL117904,False,100.0,8.69
SEN-1269,CHEMBL2386874,False,833.33,2.09
SEP-227900,CHEMBL492591,False,100.0,-2.08
SERTRALINE HYDROCHLORIDE,CHEMBL1709,False,10000.0,12.08
SEW-2871,CHEMBL224720,False,10000.0,1.68
SF-11,CHEMBL548708,False,8.33,-1.73
SGC-0946,CHEMBL3087498,False,8.33,9.52
SGC-707,CHEMBL4072005,False,833.33,1.0
SGC-CBP30,CHEMBL3622373,False,10000.0,5.31
SGI-1027,CHEMBL2336409,True,10000.0,20.31
SGI-1776,CHEMBL1952329,True,10000.0,19.75
SGX523,CHEMBL1236107,False,10000.0,3.33
SHA-68,CHEMBL469695,False,833.33,3.22
SHP099,CHEMBL4060033,False,100.0,2.58
SIB-1553A,CHEMBL47850,False,1.0,0.25
SIB-1757,CHEMBL1427311,False,10000.0,3.77
SIB-1893,CHEMBL88612,False,1.0,3.85
SID-7969543,CHEMBL259067,False,8.33,1.77
SIS3,CHEMBL4792656,False,1.0,0.79
SJ-172550,CHEMBL4303491,False,8.33,3.98
SK&F-10047-(+),CHEMBL74019,False,8.33,1.94
SKA-31,CHEMBL1709719,False,833.33,-0.09
SKF-38393,CHEMBL286080,False,1.0,3.06
SKF-77434,CHEMBL288090,False,1.0,1.44
SKF-81297,CHEMBL353335,False,1.0,0.35
SKF-83566,CHEMBL324017,False,100.0,3.6
SKF-86002,CHEMBL313417,False,1.0,1.58
SKF-89976A,CHEMBL543557,False,1.0,-0.52
SKF-91488,CHEMBL1230270,False,10000.0,2.12
SKF-96365,CHEMBL1256808,False,10000.0,0.39
SKI-II,CHEMBL1076555,False,10000.0,3.81
SKLB1002,CHEMBL2180603,True,10000.0,24.45
SLV-319-(+/-),CHEMBL4297432,False,833.33,1.24
SLV-320,CHEMBL4204703,False,10000.0,-0.8
SM-108,CHEMBL4303691,False,10000.0,3.24
SM-164,CHEMBL1774154,False,8.33,-0.21
SM-21,CHEMBL45951,False,1.0,3.36
SMER-28,CHEMBL494325,False,8.33,5.36
SMI-4a,CHEMBL183906,False,8.33,2.25
SN-2,CHEMBL1430530,False,1.0,3.37
SN-38,CHEMBL837,False,1.0,1.57
SN-6,CHEMBL1318259,False,8.33,3.26
SNAP,CHEMBL73188,False,1.0,0.63
SNAP-5089,CHEMBL5483012,True,10000.0,48.82
SNAP-94847,CHEMBL242004,False,1.0,-0.1
SNC-80,CHEMBL13470,False,100.0,1.71
SNG-1153,CHEMBL4303319,False,100.0,3.93
SNS-314,CHEMBL482767,False,100.0,3.34
SNX-2112,CHEMBL560895,False,8.33,1.97
SNX-5422,CHEMBL1195136,False,100.0,2.1
SODIUM OXYBATE,CHEMBL1200682,False,100.0,2.71
SP-100030,CHEMBL336546,False,1.0,0.53
SP-141,CHEMBL4303369,False,8.33,0.26
SP-420,CHEMBL1092665,False,10000.0,2.16
SPP301,CHEMBL3989834,False,833.33,2.9
SPP86,CHEMBL2058538,False,10000.0,3.02
SQ-109,CHEMBL561057,False,100.0,1.62
SQ-22536,CHEMBL64239,False,8.33,3.9
SR-1078,CHEMBL3094387,False,10000.0,1.6
SR-11302,CHEMBL1476397,False,10000.0,6.23
SR-140333,CHEMBL1178725,False,833.33,4.46
SR-2211,CHEMBL2137199,False,8.33,0.74
SR-2640,CHEMBL18132,False,8.33,2.38
SR-27897,CHEMBL249973,False,100.0,0.61
SR-3306,CHEMBL2144409,False,10000.0,-2.89
SR-33805,CHEMBL287679,True,10000.0,24.33
SR-3576,CHEMBL3393599,False,100.0,2.66
SR-3677,CHEMBL521179,False,8.33,1.35
SR-57227A,CHEMBL1256322,False,1.0,0.72
SR-59230A,CHEMBL1256816,False,8.33,-0.44
SR-95639A,CHEMBL168972,False,100.0,1.8
SRC-kinase-inhibitor-I,CHEMBL97771,False,1.0,14.12
SRT1720,CHEMBL4639328,False,8.33,1.58
SRT2104,CHEMBL4297436,False,100.0,1.74
SRT3190,CHEMBL4303160,False,1.0,3.09
SSR-180711,CHEMBL559478,False,100.0,4.76
SSR128129E,CHEMBL5573036,False,8.33,1.8
ST-1859,CHEMBL447347,False,10000.0,5.77
ST-2825,CHEMBL408178,False,100.0,1.37
ST-91,CHEMBL301717,False,8.33,-0.91
STA-5326,CHEMBL4297643,True,100.0,26.76
STAT3-inhibitor-VI,CHEMBL477936,False,10000.0,1.39
STF-083010,CHEMBL1538026,False,8.33,2.5
STF-118804,CHEMBL4303625,False,8.33,-2.16
STF-31,CHEMBL3105156,False,1.0,1.28
STF-62247,CHEMBL565269,True,10000.0,48.37
STREPTOMYCIN SULFATE [5mM; 10% aq DMSO + 5mM ethanolamine],CHEMBL63266,False,833.33,1.53
SU11274,CHEMBL261641,False,1.0,2.2
SU16f,CHEMBL149201,False,833.33,1.0
SU3327,CHEMBL510038,False,1.0,3.57
SU4312,CHEMBL328710,False,1.0,2.81
SU9516,CHEMBL258805,False,10000.0,6.28
SUN-11602,CHEMBL4303490,False,10000.0,2.16
SUN-B-8155,CHEMBL1363071,False,833.33,3.65
SX-011,CHEMBL478284,False,10000.0,6.33
SYM-2081,CHEMBL288166,False,10000.0,-0.35
SYM-2206,CHEMBL114898,False,10000.0,4.48
Salinomycin (Procoxacin),CHEMBL2135651,True,10000.0,56.96
"Saxagliptin (BMS-477118,Onglyza)",CHEMBL385517,False,10000.0,2.08
Sclareolide (Norambreinolide),CHEMBL304461,False,100.0,6.06
Se-methylselenocysteine,CHEMBL62382,False,1.0,2.05
Sevelamer HCl,CHEMBL1201492,False,833.33,0.69
SirReal-2,CHEMBL3770903,False,10000.0,2.48
Sisomicin (sulfate),CHEMBL2104891,False,1.0,3.5
Sisomicin (sulfate),CHEMBL2104891,False,1.0,3.5
Stigmasterol (Stigmasterin),CHEMBL400247,False,100.0,0.44
Strontium Ranelate,CHEMBL3707306,False,833.33,5.99
Sufentanil,CHEMBL658,False,10000.0,1.28
T-0070907,CHEMBL510698,False,10000.0,14.67
T-0156,CHEMBL1190161,False,833.33,2.29
T-0901317,CHEMBL62136,False,833.33,2.71
T-5224,CHEMBL3222137,False,1.0,1.47
T-5601640,CHEMBL4303259,False,8.33,3.92
T-62,CHEMBL57997,False,8.33,3.31
TA-01,CHEMBL4303658,False,10000.0,2.9
TAK-063,CHEMBL3989972,False,8.33,3.16
TAK-220,CHEMBL207004,False,10000.0,2.52
TAK-285,CHEMBL1614725,False,8.33,7.81
TAK-593,CHEMBL2180604,False,1.0,-0.96
TAK-632,CHEMBL3125890,False,8.33,2.74
TAK-715,CHEMBL363648,False,1.0,1.89
TAK-733,CHEMBL1615025,False,1.0,-3.03
TAK-875,CHEMBL1829174,False,833.33,3.74
TAK-901,CHEMBL3544932,False,1.0,3.23
TAK-960,CHEMBL2392545,True,10000.0,18.27
TAME,CHEMBL44752,False,10000.0,-0.11
TAS-103,CHEMBL488755,False,8.33,1.19
TBA-354,CHEMBL1630563,False,833.33,4.38
TBOA-(DL),CHEMBL4303337,False,10000.0,1.19
TC-A-2317,CHEMBL1778663,False,8.33,-0.28
TC-ASK-10,CHEMBL1642655,False,1.0,2.98
TC-E-5002,CHEMBL2424812,False,10000.0,5.29
TC-E-5006,CHEMBL2146722,False,1.0,3.01
TC-F-2,CHEMBL1738872,False,833.33,1.28
TC-FPR-43,CHEMBL379761,False,8.33,0.39
TC-G-1000,CHEMBL284795,False,1.0,-1.05
TC-G-1004,CHEMBL487553,False,8.33,2.72
TC-G-1005,CHEMBL2181226,False,1.0,5.24
TC-G-1008,CHEMBL3342358,False,10000.0,2.16
TC-H-106,CHEMBL3940985,False,10000.0,3.57
TC-I-2000,CHEMBL2032211,False,1.0,0.09
TC-I-2014,CHEMBL1650511,False,8.33,0.77
TC-LPA5-4,CHEMBL2058156,False,10000.0,6.19
TC-Mps1-12,CHEMBL2089255,False,100.0,-0.39
TC-N-1752,CHEMBL1813048,False,10000.0,1.6
TC-NTR1-17,CHEMBL508044,False,1.0,2.48
TC-O-9311,CHEMBL3633893,False,833.33,2.71
TC-OT-39,CHEMBL360648,False,1.0,-0.76
TC-S-7003,CHEMBL410295,False,833.33,0.21
TC-S-7004,CHEMBL3094448,False,10000.0,2.62
TC-S-7005,CHEMBL522618,False,1.0,0.3
TC-S-7006,CHEMBL200381,False,100.0,2.35
TC-S-7009,CHEMBL2311933,False,10000.0,2.66
TC-SP-14,CHEMBL1672558,False,100.0,2.02
TC1,CHEMBL602850,False,100.0,4.52
TC2559,CHEMBL1876219,False,10000.0,3.59
TCID,CHEMBL1241028,False,833.33,0.11
TCN201,CHEMBL2333945,False,100.0,3.13
TCN238,CHEMBL1209431,False,8.33,3.79
TCS-21311,CHEMBL1650951,False,10000.0,4.03
TCS-2210,CHEMBL566099,False,8.33,3.66
TCS-2314,CHEMBL389946,False,8.33,2.44
TCS-3035,CHEMBL2425825,False,100.0,5.3
TCS-359,CHEMBL210833,False,10000.0,0.05
TCS-5861528,CHEMBL1086339,False,10000.0,3.52
TCS-HDAC6-20b,CHEMBL237645,False,833.33,2.47
TCS-OX2-29,CHEMBL142009,False,8.33,3.28
TCS-PIM-1-1,CHEMBL391586,False,10000.0,3.55
TCS2002,CHEMBL3601951,False,10000.0,8.77
TEPP-46,CHEMBL1085588,False,100.0,5.04
TERBUTALINE HEMISULFATE,CHEMBL1315867,False,833.33,-0.02
TESTOSTERONE,CHEMBL386630,False,100.0,3.91
TESTOSTERONE PROPIONATE,CHEMBL1170,False,8.33,-10.19
TFC-007,CHEMBL4238186,False,100.0,2.38
TG-003,CHEMBL408982,False,1.0,1.8
TG-02,CHEMBL1944698,False,1.0,5.51
TG-100572,CHEMBL400402,False,100.0,4.54
TG-100713,CHEMBL244559,False,100.0,0.04
TG-100801,CHEMBL403989,False,8.33,2.55
TG-101209,CHEMBL1995703,False,100.0,0.51
TGR-1202,CHEMBL3948730,False,8.33,2.74
TH-302,CHEMBL260046,False,100.0,0.12
TH-588,CHEMBL3782004,False,1.0,0.66
TH001217,,False,10000.0,3.93
TH003289,,False,10000.0,5.19
TH005427,,False,833.33,2.48
TH005487,,False,10000.0,4.71
TH006744,,False,1.0,1.26
TH011272,,False,100.0,0.61
THZ1,CHEMBL3603847,False,1.0,-0.79
THZ1-R,CHEMBL4303279,False,1.0,1.0
THZ2,CHEMBL4303287,False,8.33,1.56
TIC10,CHEMBL4297310,False,100.0,0.8
TMC-353121,CHEMBL408963,False,1.0,0.48
TMC647055,CHEMBL2043025,False,10000.0,8.22
TMN-355,CHEMBL559525,False,833.33,2.13
TMPH,CHEMBL1413406,False,8.33,1.31
TMS,CHEMBL46909,False,100.0,4.17
TP-003,CHEMBL4303606,False,8.33,0.82
TP-0903,CHEMBL2022968,False,100.0,2.68
TPCA-1,CHEMBL257167,False,1.0,1.14
TPPS4,CHEMBL221265,False,8.33,-2.68
TRAM-34,CHEMBL498270,False,1.0,2.55
TRAM-39,CHEMBL118687,False,10000.0,3.88
TRAMADOL HYDROCHLORIDE,CHEMBL1200336,False,8.33,6.35
TRIAMCINOLONE ACETONIDE,CHEMBL1504,False,833.33,1.4
TRIM,CHEMBL277525,False,1.0,0.92
TRV130,CHEMBL2443262,False,8.33,3.9
TTNPB,CHEMBL275311,False,10000.0,3.67
TTP-22,CHEMBL1689369,False,8.33,6.66
TU-2100,CHEMBL4303553,False,1.0,6.82
TUG-891,CHEMBL2058533,False,8.33,0.79
TW-37,CHEMBL217354,False,8.33,1.17
TWS-119,CHEMBL405759,False,1.0,4.09
TXA127,CHEMBL3545347,False,10000.0,2.67
TY-52156,CHEMBL4303550,False,1.0,1.8
TYLOSIN TARTRATE,CHEMBL3189100,False,10000.0,4.02
Talc,CHEMBL3989756,False,10000.0,8.79
Tapentadol (hydrochloride),CHEMBL1201777,False,833.33,3.03
Testolactone,CHEMBL1571,False,10000.0,11.2
Testosterone (undecanoate),CHEMBL2107067,False,1.0,1.81
"Tofacitinib (CP-690550, Tasocitinib)",CHEMBL221959,False,8.33,0.22
Torcetrapib (CP-529414),CHEMBL479527,False,10000.0,1.77
Toremifene citrate,CHEMBL1200675,False,10000.0,3.86
Triparanol,CHEMBL187709,True,10000.0,51.43
U-0124,CHEMBL97858,False,8.33,3.7
U-0126,CHEMBL34704,False,100.0,2.1
U-0521,CHEMBL353187,False,100.0,0.92
U-104,CHEMBL1615281,False,1.0,1.0
U-18666A,CHEMBL2354929,True,10000.0,19.63
U-50488-(-),CHEMBL58033,False,833.33,1.9
U-54494A,CHEMBL1711959,False,100.0,4.94
U-75799E,CHEMBL105462,False,10000.0,2.2
U-99194,CHEMBL16410,False,833.33,0.79
UAMC-00039,CHEMBL98869,False,1.0,0.82
UB-165,CHEMBL1086655,False,8.33,2.33
UBP-302,CHEMBL372797,False,8.33,3.68
UBP-310,CHEMBL373428,False,10000.0,2.18
UC-112,CHEMBL1527537,False,10000.0,2.93
UCL-2077,CHEMBL1441661,False,8.33,4.02
UF-010,CHEMBL4303643,False,833.33,3.31
UH-232-(+),CHEMBL278751,False,10000.0,1.87
UK-356618,CHEMBL117225,False,1.0,-1.73
UK-383367,CHEMBL226630,False,1.0,1.44
UK-5099,CHEMBL4303684,False,833.33,1.6
UNC0224,CHEMBL576781,False,10000.0,4.51
UNC0321,CHEMBL1214066,False,833.33,2.99
UNC0631,CHEMBL1829305,False,1.0,0.74
UNC0638,CHEMBL1231795,True,10000.0,59.61
UNC0642,CHEMBL2441082,True,10000.0,68.54
UNC0646,CHEMBL1829304,False,10000.0,14.98
UNC1215,CHEMBL2426364,False,1.0,0.43
UNC1999,CHEMBL3414619,True,10000.0,42.34
UNC2025,CHEMBL3326006,False,10000.0,7.04
UNC2250,CHEMBL3092807,False,8.33,1.35
UNC2327,CHEMBL2325198,False,10000.0,5.1
UNC3230,CHEMBL4303547,False,8.33,3.22
UNC669,CHEMBL1235119,False,10000.0,0.82
UNC926,CHEMBL2426369,False,833.33,2.16
UPF-1069,CHEMBL4089840,False,8.33,1.84
URB597,CHEMBL184238,False,8.33,3.25
URMC-099,CHEMBL2436978,True,833.33,21.55
Ulipristal acetate,CHEMBL260538,False,10000.0,12.95
V-51,CHEMBL4303440,False,8.33,6.93
VANCOMYCIN HYDROCHLORIDE,CHEMBL1200628,False,833.33,3.7
VCH-916,CHEMBL4303412,False,1.0,0.5
VE-821,CHEMBL1766779,False,10000.0,2.65
VE-822,CHEMBL3989870,True,10000.0,25.25
VER-155008,CHEMBL470334,False,1.0,2.98
VER-49009,CHEMBL365617,False,10000.0,-0.29
VGX-1027,CHEMBL1320667,False,833.33,2.86
VLX600,CHEMBL4788406,False,100.0,2.28
VLX600,CHEMBL4788406,False,100.0,2.28
VP-20629,CHEMBL207225,False,1.0,0.05
VS-4718,CHEMBL3040440,False,1.0,0.1
VT-464,CHEMBL3264610,False,10000.0,6.8
VTP-27999,CHEMBL1276678,False,10000.0,3.16
VU0155069,CHEMBL492572,False,10000.0,9.12
VU0238429,CHEMBL466253,False,10000.0,6.79
VU0240551,CHEMBL1491962,False,10000.0,12.21
VU0357121,CHEMBL2151790,False,8.33,2.63
VU0360172,CHEMBL1684242,False,10000.0,2.23
VU0361737,CHEMBL562551,False,833.33,2.18
VU0364439,CHEMBL1223381,False,833.33,2.48
VU0364739,CHEMBL1254577,True,10000.0,83.1
VU0364770,CHEMBL556667,False,1.0,0.86
VU0422288,CHEMBL4162576,False,100.0,1.75
VU10010,CHEMBL1212994,False,1.0,1.18
VU152100,CHEMBL1978713,False,833.33,2.96
VU1545,CHEMBL210846,False,10000.0,2.79
VU29,CHEMBL411221,False,10000.0,3.8
VU591,CHEMBL2146753,False,833.33,0.4
VUF10166,CHEMBL261010,False,10000.0,5.89
VUF10460,CHEMBL492884,False,833.33,4.99
VUF11207,CHEMBL2013230,False,100.0,1.94
VX-222,CHEMBL2403319,False,8.33,2.19
VX-702,CHEMBL1090090,False,833.33,-0.33
VX-745,CHEMBL119385,False,10000.0,1.38
VX-765,CHEMBL2107819,False,100.0,0.58
Vinblastine (sulfate),CHEMBL378544,False,8.33,1.74
Vincristine (sulfate),CHEMBL385978,False,100.0,0.94
Vinflunine Ditartrate,CHEMBL2105629,False,1.0,3.38
W-54011,CHEMBL1628668,False,100.0,3.26
WAY-100635,CHEMBL31354,False,833.33,3.47
WAY-161503,CHEMBL301466,False,100.0,1.72
WAY-170523,CHEMBL327002,False,8.33,0.92
WAY-200070,CHEMBL188528,False,833.33,4.89
WAY-207024,CHEMBL474991,False,10000.0,4.93
WAY-208466,CHEMBL571858,False,8.33,5.65
WAY-213613,CHEMBL1628669,False,10000.0,6.38
WAY-362450,CHEMBL454138,False,8.33,-1.15
WAY-600,CHEMBL583194,True,10000.0,17.73
WAY-629,CHEMBL258465,False,100.0,0.6
WB-4101,CHEMBL25554,False,10000.0,0.85
WDR5-0103,CHEMBL3906778,False,1.0,6.88
WEHI-345-analog,CHEMBL4303557,False,8.33,1.39
WH-4-023,CHEMBL213100,False,8.33,1.54
WHI-P154,CHEMBL473773,False,1.0,0.67
WIKI4,CHEMBL4303453,False,8.33,2.51
WIN-64338,CHEMBL551291,False,8.33,-0.27
WP1066,CHEMBL1923234,False,833.33,5.36
WP1130,CHEMBL1923233,False,833.33,4.12
WR99210,CHEMBL129788,False,833.33,0.74
WWL-113,CHEMBL4303156,False,10000.0,4.58
WWL-123,CHEMBL4303532,False,833.33,2.92
WY-16922,CHEMBL4303324,False,8.33,7.85
WYE-125132,CHEMBL601661,False,10000.0,9.1
WYE-354,CHEMBL561708,False,100.0,4.01
WYE-687,CHEMBL561103,False,100.0,3.87
WZ-3146,CHEMBL1643976,False,8.33,1.76
WZ-4002,CHEMBL1229592,False,8.33,3.52
WZ4003,CHEMBL4303523,False,10000.0,1.78
WZ811,CHEMBL237830,False,8.33,0.65
X-77,CHEMBL451270,False,833.33,2.1
XAV-939,CHEMBL1086580,False,1.0,4.88
XD-14,CHEMBL3787231,False,100.0,3.61
XE-991,CHEMBL342375,False,1.0,1.49
XL019,CHEMBL4294155,False,10000.0,8.93
XL147,CHEMBL3218575,False,1.0,1.31
XL228,CHEMBL3545085,False,8.33,1.15
XL388,CHEMBL2333365,False,10000.0,1.3
XL647,CHEMBL3544983,False,1.0,-2.06
XL888,CHEMBL2204502,False,833.33,2.73
XMD17-109,CHEMBL2381340,False,8.33,1.68
XMD8-92,CHEMBL1673046,False,1.0,1.68
Y-11,CHEMBL4303724,False,8.33,12.43
Y-134,CHEMBL178334,True,10000.0,33.86
Y-26763,CHEMBL1402866,False,10000.0,3.02
Y-27152,CHEMBL1476996,False,833.33,2.7
Y-27632,CHEMBL1188380,False,833.33,2.02
Y-29794,CHEMBL294803,True,10000.0,68.48
Y-320,CHEMBL4303340,True,10000.0,33.06
Y-39983,CHEMBL3794409,False,1.0,0.69
Y16,CHEMBL485210,False,10000.0,0.6
YC-1,CHEMBL333985,False,10000.0,2.41
YIL-781,CHEMBL243001,False,100.0,1.67
YK-4-279,CHEMBL2011500,False,8.33,3.01
YM-155,CHEMBL2105734,False,8.33,4.83
YM-201636,CHEMBL2178735,True,10000.0,20.43
YM-244769,CHEMBL4303432,False,100.0,0.75
YM-298198-desmethyl,CHEMBL254777,False,10000.0,0.2
YM-511,CHEMBL108425,False,100.0,3.36
YM-58483,CHEMBL262766,False,8.33,2.91
YM-750,CHEMBL4303529,False,833.33,3.17
YM-90709,CHEMBL1356775,False,1.0,2.63
YM-976,CHEMBL1358525,False,100.0,1.37
YO-01027,CHEMBL4303400,False,1.0,-2.68
YS-035,CHEMBL1329438,False,833.33,4.35
YZ9,CHEMBL155103,False,833.33,1.91
Z160,CHEMBL604710,False,10000.0,3.27
ZALEPLON,CHEMBL1521,False,10000.0,-0.53
ZAMI-633,CHEMBL4303316,False,8.33,3.18
ZAPA,CHEMBL20562,False,1.0,1.98
ZCL-278,CHEMBL4303380,False,10000.0,0.9
ZD-2079,CHEMBL1354284,False,8.33,3.11
ZD-7114,CHEMBL1788312,False,8.33,1.84
ZD-7155,CHEMBL159096,False,10000.0,-0.49
ZD-7288,CHEMBL1314022,False,10000.0,-0.53
ZK-164015,CHEMBL184074,False,1.0,1.18
ZK-200775,CHEMBL19892,False,833.33,1.35
ZK-811752,CHEMBL535607,False,8.33,-0.1
ZK-93423,CHEMBL1518572,False,1.0,2.48
ZK-93426,CHEMBL1271047,False,10000.0,7.71
ZLN005,CHEMBL4303368,False,10000.0,4.75
ZLN024,CHEMBL4303623,False,100.0,-1.08
ZM-226600,CHEMBL143181,False,10000.0,14.08
ZM-241385,CHEMBL113142,False,1.0,0.11
ZM-306416,CHEMBL150315,False,1.0,1.92
ZM-323881,CHEMBL1558704,False,8.33,-0.24
ZM-336372,CHEMBL186526,False,10000.0,6.69
ZM-39923,CHEMBL596674,False,10000.0,3.92
ZM-447439,CHEMBL202721,False,833.33,0.98
ZOLPIDEM,CHEMBL911,False,8.33,1.21
ZSTK-474,CHEMBL586702,False,100.0,0.03
"[sar9,met(o2)11]-substance-p",CHEMBL1651026,False,8.33,2.4
abafungin,CHEMBL3989547,False,1.0,2.5
abamectin,CHEMBL3215298,False,10000.0,7.76
abametapir,CHEMBL2205807,False,8.33,1.76
abemaciclib,CHEMBL3301610,False,10000.0,12.3
abiraterone-acetate,CHEMBL271227,False,8.33,0.99
acadesine,CHEMBL1551724,False,8.33,2.34
acalabrutinib,CHEMBL3707348,False,1.0,2.14
acalisib,CHEMBL4303323,False,1.0,0.46
acamprosate,CHEMBL1201293,False,8.33,1.47
acarbose,CHEMBL4299399,False,8.33,1.35
acebutolol,CHEMBL642,False,1.0,4.4
aceclofenac,CHEMBL93645,False,8.33,0.9
