chembl_id,drug_name,smiles,max_phase,status_mode,target_genes,pathway_ids,pathway_names,moa_terms,n_target_genes,n_pathways,n_moa_terms
CHEMBL1200968,HYDROCORTISONE SODIUM PHOSPHATE,C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],,,,,,Glucocorticoid receptor agonist,0,0,1
CHEMBL1200975,CLOCORTOLONE PIVALATE,C[C@@H]1C[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@H]1C(=O)COC(=O)C(C)(C)C,,,,,,Glucocorticoid receptor agonist,0,0,1
CHEMBL1200981,EPIRUBICIN HYDROCHLORIDE,COc1cccc2c1C(=O)c1c(O)c3c(c(O)c1C2=O)C[C@@](O)(C(=O)CO)C[C@@H]3O[C@H]1C[C@H](N)[C@@H](O)[C@H](C)O1.Cl,,,,,,DNA inhibitor,0,0,1
CHEMBL1200989,ALCLOMETASONE DIPROPIONATE,CCC(=O)OCC(=O)[C@@]1(OC(=O)CC)[C@H](C)C[C@H]2[C@H]3[C@H]([C@@H](O)C[C@@]21C)[C@@]1(C)C=CC(=O)C=C1C[C@H]3Cl,,,,,,Glucocorticoid receptor agonist,0,0,1
CHEMBL1201000,NITROFURANTOIN SODIUM,O=C1CN(/N=C/c2ccc([N+](=O)[O-])o2)C(=O)[N-]1.[Na+],,,,,,DNA inhibitor,0,0,1
CHEMBL1201001,MECHLORETHAMINE HYDROCHLORIDE,CN(CCCl)CCCl.Cl,,,,,,DNA inhibitor,0,0,1
CHEMBL1201002,CARTEOLOL HYDROCHLORIDE,CC(C)(C)NCC(O)COc1cccc2c1CCC(=O)N2.Cl,,,,,,Adrenergic receptor beta antagonist,0,0,1
CHEMBL1201012,FLURANDRENOLIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4C[C@H](F)C5=CC(=O)CC[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,,,,Glucocorticoid receptor agonist,0,0,1
CHEMBL1201014,PREDNISOLONE SODIUM PHOSPHATE,C[C@]12C=CC(=O)C=C1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)COP(=O)([O-])[O-].[Na+].[Na+],,,,,,Glucocorticoid receptor agonist,0,0,1
CHEMBL1201059,PROGUANIL HYDROCHLORIDE,CC(C)NC(=N)NC(=N)Nc1ccc(Cl)cc1.Cl,,,,,,Dihydrofolate reductase inhibitor,0,0,1
CHEMBL1201064,FLUOROMETHOLONE ACETATE,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,,,,Glucocorticoid receptor agonist,0,0,1
CHEMBL1201080,TRIMETHOPRIM HYDROCHLORIDE,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC.Cl,,,,,,Bacterial dihydrofolate reductase inhibitor,0,0,1
CHEMBL1201093,METHYL AMINOLEVULINATE HYDROCHLORIDE,COC(=O)CCC(=O)CN.Cl,,,,,,DNA inhibitor,0,0,1
CHEMBL1201104,METHENAMINE HIPPURATE,C1N2CN3CN1CN(C2)C3.O=C(O)CNC(=O)c1ccccc1,,,,,,DNA inhibitor,0,0,1
CHEMBL1201109,DESONIDE,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@H]4[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,,,,,,Glucocorticoid receptor agonist,0,0,1
CHEMBL1201112,NELARABINE,COc1nc(N)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@@H]1O,,,,,,DNA inhibitor,0,0,1
CHEMBL1201148,MEPREDNISONE,C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3C(=O)C[C@]2(C)[C@@]1(O)C(=O)CO,,,,,,Glucocorticoid receptor agonist,0,0,1
CHEMBL1201167,CARVEDILOL PHOSPHATE,COc1ccccc1OCCNCC(O)COc1cccc2[nH]c3ccccc3c12.O=P(O)(O)O,,,,,,Adrenergic receptor alpha-1 antagonist | Adrenergic receptor beta antagonist,0,0,1
CHEMBL1201173,MEDRYSONE,CC(=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)CC[C@]4(C)[C@H]3[C@@H](O)C[C@]12C,,,,,,Glucocorticoid receptor agonist,0,0,1
CHEMBL1201179,LAPATINIB DITOSYLATE,CS(=O)(=O)CCNCc1ccc(-c2ccc3ncnc(Nc4ccc(OCc5cccc(F)c5)c(Cl)c4)c3c2)o1.Cc1ccc(S(=O)(=O)O)cc1.Cc1ccc(S(=O)(=O)O)cc1.O,,,,,,Epidermal growth factor receptor erbB1 inhibitor,0,0,1
CHEMBL1201733,PAZOPANIB HYDROCHLORIDE,Cc1ccc(Nc2nccc(N(C)c3ccc4c(C)n(C)nc4c3)n2)cc1S(N)(=O)=O.Cl,4.0,,FLT4;KDR;KIT;PDGFRA;PDGFRB,R-HSA-1257604;R-HSA-1433557;R-HSA-1433559;R-HSA-186763;R-HSA-186797;R-HSA-194306;R-HSA-195399;R-HSA-2028269;R-HSA-216083;R-HSA-2219530;R-HSA-4420097;R-HSA-5218921;R-HSA-5673001;R-HSA-6811558;R-HSA-8866910;R-HSA-9013695;R-HSA-9669914;R-HSA-9669917;R-HSA-9669921;R-HSA-9669924;R-HSA-9669926;R-HSA-9669929;R-HSA-9669933;R-HSA-9669934;R-HSA-9669935;R-HSA-9669936;R-HSA-9670439;R-HSA-9673767;R-HSA-9673768;R-HSA-9673770;R-HSA-9674396;R-HSA-9674401;R-HSA-9674403;R-HSA-9674404;R-HSA-9674428;R-HSA-9680187;R-HSA-9856530;R-HSA-9856649,"Constitutive Signaling by Aberrant PI3K in Cance;Constitutive Signaling by Aberrant PI3K in Cancer;Dasatinib-resistant KIT mutant;Dasatinib-resistant KIT mutants;Downstream signal transductio;Downstream signal transduction;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Imatinib-resistant KIT mutant;Imatinib-resistant KIT mutants;Imatinib-resistant PDGFR mutant;Imatinib-resistant PDGFR mutants;Integrin cell surface interaction;Integrin cell surface interactions;KIT mutants bind TKI;KIT mutants bind TKIs;Masitinib-resistant KIT mutant;Masitinib-resistant KIT mutants;NOTCH4 Intracellular Domain Regulates Transcriptio;NOTCH4 Intracellular Domain Regulates Transcription;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;Nilotinib-resistant KIT mutant;Nilotinib-resistant KIT mutants;PDGFR mutants bind TKI;PDGFR mutants bind TKIs;PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin;PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;PIP3 activates AKT signalin;PIP3 activates AKT signaling;RAF/MAP kinase cascad;RAF/MAP kinase cascade;Regorafenib-resistant KIT mutant;Regorafenib-resistant KIT mutants;Regorafenib-resistant PDGFR mutant;Regorafenib-resistant PDGFR mutants;Regulation of KIT signalin;Regulation of KIT signaling;Signaling by PDG;Signaling by PDGF;Signaling by PDGFRA extracellular domain mutant;Signaling by PDGFRA extracellular domain mutants;Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant;Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by extracellular domain mutants of KI;Signaling by extracellular domain mutants of KIT;Signaling by juxtamembrane domain KIT mutant;Signaling by juxtamembrane domain KIT mutants;Signaling by kinase domain mutants of KI;Signaling by kinase domain mutants of KIT;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Sorafenib-resistant KIT mutant;Sorafenib-resistant KIT mutants;Sorafenib-resistant PDGFR mutant;Sorafenib-resistant PDGFR mutants;Sunitinib-resistant KIT mutant;Sunitinib-resistant KIT mutants;Sunitinib-resistant PDGFR mutant;Sunitinib-resistant PDGFR mutants;TFAP2 (AP-2) family regulates transcription of growth factors and their receptor;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors;Transcriptional and post-translational regulation of MITF-M expression and activit;Transcriptional and post-translational regulation of MITF-M expression and activity;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation",Macrophage colony stimulating factor receptor inhibitor | Platelet-derived growth factor receptor inhibitor | Stem cell growth factor receptor inhibitor | Vascular endothelial growth factor receptor inhibitor,5,38,1
CHEMBL1201734,BENDAMUSTINE HYDROCHLORIDE,Cl.Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,,,,,,DNA inhibitor,0,0,1
CHEMBL1201740,NILOTINIB HYDROCHLORIDE MONOHYDRATE,Cc1cn(-c2cc(NC(=O)c3ccc(C)c(Nc4nccc(-c5cccnc5)n4)c3)cc(C(F)(F)F)c2)cn1.Cl.O,4.0,,ABL1;BCR,R-HSA-1839117;R-HSA-2029482;R-HSA-428890;R-HSA-525793;R-HSA-5654736;R-HSA-5663213;R-HSA-5685938;R-HSA-5693565;R-HSA-69231;R-HSA-8939236;R-HSA-8940973;R-HSA-8980692;R-HSA-9013026;R-HSA-9013106;R-HSA-9013148;R-HSA-9013149;R-HSA-9013404;R-HSA-9013423;R-HSA-9664422;R-HSA-983231;R-HSA-9841922;R-HSA-9860927,"CDC42 GTPase cycl;Cyclin D associated events in G;Cyclin D associated events in G1;FCGR3A-mediated phagocytosi;FCGR3A-mediated phagocytosis;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;HDR through Single Strand Annealing (SSA;HDR through Single Strand Annealing (SSA);MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosi;MLL4 and MLL3 complexes regulate expression of PPARG target genes in adipogenesis and hepatic steatosis;Myogenesi;Myogenesis;RAC1 GTPase cycl;RAC2 GTPase cycl;RAC3 GTPase cycl;RHO GTPases Activate WASPs and WAVE;RHO GTPases Activate WASPs and WAVEs;RHOA GTPase cycl;RHOB GTPase cycl;RHOC GTPase cycl;RUNX1 regulates transcription of genes involved in differentiation of HSC;RUNX1 regulates transcription of genes involved in differentiation of HSCs;RUNX2 regulates osteoblast differentiatio;RUNX2 regulates osteoblast differentiation;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand break;Recruitment and ATM-mediated phosphorylation of repair and signaling proteins at DNA double strand breaks;Regulation of actin dynamics for phagocytic cup formatio;Regulation of actin dynamics for phagocytic cup formation;Role of ABL in ROBO-SLIT signalin;Role of ABL in ROBO-SLIT signaling;Signaling by FGFR1 in diseas;Signaling by cytosolic FGFR1 fusion mutant;Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cell;Turbulent (oscillatory, disturbed) flow shear stress activates signaling by PIEZO1 and integrins in endothelial cells",Bcr/Abl fusion protein inhibitor | Tyrosine-protein kinase ABL inhibitor,2,22,1
CHEMBL1201746,PRALATREXATE,C#CCC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)N[C@@H](CCC(=O)O)C(=O)O)cc1,,,,,,Dihydrofolate reductase inhibitor,0,0,1
CHEMBL1201748,CABAZITAXEL,CO[C@H]1C(=O)[C@]2(C)[C@@H](OC)C[C@H]3OC[C@@]3(OC(C)=O)[C@H]2[C@H](OC(=O)c2ccccc2)[C@]2(O)C[C@H](OC(=O)[C@H](O)[C@@H](NC(=O)OC(C)(C)C)c3ccccc3)C(C)=C1C2(C)C,,,,,,Tubulin inhibitor,0,0,1
CHEMBL1201749,DIFLUPREDNATE,CCCC(=O)O[C@]1(C(=O)COC(C)=O)CC[C@H]2[C@@H]3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,,,,,Glucocorticoid receptor agonist,0,0,1
CHEMBL1201752,IXABEPILONE,C/C(=C\c1csc(C)n1)[C@@H]1C[C@@H]2O[C@]2(C)CCC[C@H](C)[C@H](O)[C@@H](C)C(=O)C(C)(C)[C@@H](O)CC(=O)N1,,,,,,Tubulin inhibitor,0,0,1
CHEMBL1201891,DEFLAZACORT,CC(=O)OCC(=O)[C@@]12N=C(C)O[C@@H]1C[C@H]1[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@H]3[C@@H](O)C[C@@]12C,,,,,,Glucocorticoid receptor agonist,0,0,1
CHEMBL1204165,DILEVALOL HYDROCHLORIDE,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1.Cl,,,,,,Adrenergic receptor beta antagonist,0,0,1
CHEMBL1220,TINIDAZOLE,CCS(=O)(=O)CCn1c([N+](=O)[O-])cnc1C,,,,,,DNA disrupting agent,0,0,1
CHEMBL1229517,VEMURAFENIB,CCCS(=O)(=O)Nc1ccc(F)c(C(=O)c2c[nH]c3ncc(-c4ccc(Cl)cc4)cc23)c1F,4.0,Completed,BRAF,R-HSA-1295596;R-HSA-170968;R-HSA-170984;R-HSA-187706;R-HSA-5673000;R-HSA-5674135;R-HSA-5674499;R-HSA-5675221;R-HSA-6802946;R-HSA-6802948;R-HSA-6802952;R-HSA-6802955;R-HSA-9649948;R-HSA-9656223;R-HSA-9726840;R-HSA-9726842,ARMS-mediated activatio;ARMS-mediated activation;Frs2-mediated activatio;Frs2-mediated activation;Gain-of-function MRAS complexes activate RAF signalin;Gain-of-function MRAS complexes activate RAF signaling;MAP2K and MAPK activatio;MAP2K and MAPK activation;Negative feedback regulation of MAPK pathwa;Negative feedback regulation of MAPK pathway;Negative regulation of MAPK pathwa;Negative regulation of MAPK pathway;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;RAF activatio;RAF activation;SHOC2 M1731 mutant abolishes MRAS complex functio;SHOC2 M1731 mutant abolishes MRAS complex function;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by high-kinase activity BRAF mutant;Signaling by high-kinase activity BRAF mutants;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants;Signalling to p38 via RIT and RI;Signalling to p38 via RIT and RIN;Spry regulation of FGF signalin;Spry regulation of FGF signaling,Serine/threonine-protein kinase B-raf inhibitor,1,16,1
CHEMBL1230609,FORETINIB,COc1cc2c(Oc3ccc(NC(=O)C4(C(=O)Nc5ccc(F)cc5)CC4)cc3F)ccnc2cc1OCCCN1CCOCC1,2.0,Completed,FLT3;FLT4;KDR;KIT;PDGFRA;PDGFRB,R-HSA-109704;R-HSA-1257604;R-HSA-1433557;R-HSA-1433559;R-HSA-186763;R-HSA-186797;R-HSA-194306;R-HSA-195399;R-HSA-2028269;R-HSA-216083;R-HSA-2219530;R-HSA-4420097;R-HSA-5218921;R-HSA-5673001;R-HSA-6811558;R-HSA-8866910;R-HSA-9013695;R-HSA-9607240;R-HSA-9645135;R-HSA-9669914;R-HSA-9669917;R-HSA-9669921;R-HSA-9669924;R-HSA-9669926;R-HSA-9669929;R-HSA-9669933;R-HSA-9669934;R-HSA-9669935;R-HSA-9669936;R-HSA-9670439;R-HSA-9673767;R-HSA-9673768;R-HSA-9673770;R-HSA-9674396;R-HSA-9674401;R-HSA-9674403;R-HSA-9674404;R-HSA-9674428;R-HSA-9680187;R-HSA-9702509;R-HSA-9702518;R-HSA-9702569;R-HSA-9702577;R-HSA-9702581;R-HSA-9702590;R-HSA-9702596;R-HSA-9702600;R-HSA-9702605;R-HSA-9702614;R-HSA-9702620;R-HSA-9702624;R-HSA-9702632;R-HSA-9702636;R-HSA-9702998;R-HSA-9703009;R-HSA-9703648;R-HSA-9706369;R-HSA-9706374;R-HSA-9706377;R-HSA-9856530;R-HSA-9856649,"Constitutive Signaling by Aberrant PI3K in Cance;Constitutive Signaling by Aberrant PI3K in Cancer;Dasatinib-resistant KIT mutant;Dasatinib-resistant KIT mutants;Downstream signal transductio;Downstream signal transduction;FLT3 Signalin;FLT3 Signaling;FLT3 mutants bind TKI;FLT3 mutants bind TKIs;FLT3 signaling by CBL mutant;FLT3 signaling by CBL mutants;FLT3 signaling through SRC family kinase;FLT3 signaling through SRC family kinases;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cell;High laminar flow shear stress activates signaling by PIEZO1 and PECAM1:CDH5:KDR in endothelial cells;Imatinib-resistant KIT mutant;Imatinib-resistant KIT mutants;Imatinib-resistant PDGFR mutant;Imatinib-resistant PDGFR mutants;Integrin cell surface interaction;Integrin cell surface interactions;KIT mutants bind TKI;KIT mutants bind TKIs;KW2449-resistant FLT3 mutant;KW2449-resistant FLT3 mutants;Masitinib-resistant KIT mutant;Masitinib-resistant KIT mutants;NOTCH4 Intracellular Domain Regulates Transcriptio;NOTCH4 Intracellular Domain Regulates Transcription;Negative regulation of FLT;Negative regulation of FLT3;Neurophilin interactions with VEGF and VEGF;Neurophilin interactions with VEGF and VEGFR;Nilotinib-resistant KIT mutant;Nilotinib-resistant KIT mutants;PDGFR mutants bind TKI;PDGFR mutants bind TKIs;PI3K Cascad;PI3K Cascade;PI5P, PP2A and IER3 Regulate PI3K/AKT Signalin;PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling;PIP3 activates AKT signalin;PIP3 activates AKT signaling;RAF/MAP kinase cascad;RAF/MAP kinase cascade;Regorafenib-resistant KIT mutant;Regorafenib-resistant KIT mutants;Regorafenib-resistant PDGFR mutant;Regorafenib-resistant PDGFR mutants;Regulation of KIT signalin;Regulation of KIT signaling;STAT5 Activatio;STAT5 Activation;STAT5 activation downstream of FLT3 ITD mutant;STAT5 activation downstream of FLT3 ITD mutants;Signaling by FLT3 ITD and TKD mutant;Signaling by FLT3 ITD and TKD mutants;Signaling by PDG;Signaling by PDGF;Signaling by PDGFRA extracellular domain mutant;Signaling by PDGFRA extracellular domain mutants;Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutant;Signaling by PDGFRA transmembrane, juxtamembrane and kinase domain mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by extracellular domain mutants of KI;Signaling by extracellular domain mutants of KIT;Signaling by juxtamembrane domain KIT mutant;Signaling by juxtamembrane domain KIT mutants;Signaling by kinase domain mutants of KI;Signaling by kinase domain mutants of KIT;Signaling by membrane-tethered fusions of PDGFRA or PDGFR;Signaling by membrane-tethered fusions of PDGFRA or PDGFRB;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Sorafenib-resistant KIT mutant;Sorafenib-resistant KIT mutants;Sorafenib-resistant PDGFR mutant;Sorafenib-resistant PDGFR mutants;Sunitinib-resistant KIT mutant;Sunitinib-resistant KIT mutants;Sunitinib-resistant PDGFR mutant;Sunitinib-resistant PDGFR mutants;TFAP2 (AP-2) family regulates transcription of growth factors and their receptor;TFAP2 (AP-2) family regulates transcription of growth factors and their receptors;Transcriptional and post-translational regulation of MITF-M expression and activit;Transcriptional and post-translational regulation of MITF-M expression and activity;VEGF binds to VEGFR leading to receptor dimerizatio;VEGF binds to VEGFR leading to receptor dimerization;VEGFA-VEGFR2 Pathwa;VEGFA-VEGFR2 Pathway;VEGFR2 mediated cell proliferatio;VEGFR2 mediated cell proliferation;crenolanib-resistant FLT3 mutant;crenolanib-resistant FLT3 mutants;gilteritinib-resistant FLT3 mutant;gilteritinib-resistant FLT3 mutants;lestaurtinib-resistant FLT3 mutant;lestaurtinib-resistant FLT3 mutants;linifanib-resistant FLT3 mutant;linifanib-resistant FLT3 mutants;midostaurin-resistant FLT3 mutant;midostaurin-resistant FLT3 mutants;pexidartinib-resistant FLT3 mutant;pexidartinib-resistant FLT3 mutants;ponatinib-resistant FLT3 mutant;ponatinib-resistant FLT3 mutants;quizartinib-resistant FLT3 mutant;quizartinib-resistant FLT3 mutants;semaxanib-resistant FLT3 mutant;semaxanib-resistant FLT3 mutants;sorafenib-resistant FLT3 mutant;sorafenib-resistant FLT3 mutants;sunitinib-resistant FLT3 mutant;sunitinib-resistant FLT3 mutants;tamatinib-resistant FLT3 mutant;tamatinib-resistant FLT3 mutants;tandutinib-resistant FLT3 mutant;tandutinib-resistant FLT3 mutants",,6,61,0
CHEMBL1231124,AZD-1480,Cc1cc(Nc2nc(N[C@@H](C)c3ncc(F)cn3)ncc2Cl)[nH]n1,1.0,Terminated,JAK2,R-HSA-1059683;R-HSA-110056;R-HSA-112411;R-HSA-1170546;R-HSA-1433557;R-HSA-2586552;R-HSA-3214858;R-HSA-512988;R-HSA-5673000;R-HSA-5673001;R-HSA-6785807;R-HSA-6788467;R-HSA-6802946;R-HSA-6802952;R-HSA-6802955;R-HSA-69231;R-HSA-877300;R-HSA-877312;R-HSA-8854691;R-HSA-8984722;R-HSA-9006335;R-HSA-9020591;R-HSA-9020933;R-HSA-9020956;R-HSA-9027276;R-HSA-9027277;R-HSA-9027283;R-HSA-9027284;R-HSA-912526;R-HSA-9649948;R-HSA-9656223;R-HSA-9670439;R-HSA-9674555;R-HSA-9679191;R-HSA-9705462;R-HSA-9732724;R-HSA-982772;R-HSA-983231,"Cyclin D associated events in G;Cyclin D associated events in G1;Erythropoietin activates Phosphoinositide-3-kinase (PI3K;Erythropoietin activates Phosphoinositide-3-kinase (PI3K);Erythropoietin activates Phospholipase C gamma (PLCG;Erythropoietin activates Phospholipase C gamma (PLCG);Erythropoietin activates RA;Erythropoietin activates RAS;Erythropoietin activates STAT;Erythropoietin activates STAT5;Factors involved in megakaryocyte development and platelet productio;Factors involved in megakaryocyte development and platelet production;Growth hormone receptor signalin;Growth hormone receptor signaling;IFNG signaling activates MAPK;IFNG signaling activates MAPKs;IL-6-type cytokine receptor ligand interaction;IL-6-type cytokine receptor ligand interactions;Inactivation of CSF3 (G-CSF) signalin;Inactivation of CSF3 (G-CSF) signaling;Interferon gamma signalin;Interferon gamma signaling;Interleukin receptor SHC signalin;Interleukin receptor SHC signaling;Interleukin-12 signalin;Interleukin-12 signaling;Interleukin-20 family signalin;Interleukin-20 family signaling;Interleukin-23 signalin;Interleukin-23 signaling;Interleukin-27 signalin;Interleukin-27 signaling;Interleukin-3, Interleukin-5 and GM-CSF signalin;Interleukin-3, Interleukin-5 and GM-CSF signaling;Interleukin-35 Signallin;Interleukin-35 Signalling;Interleukin-4 and Interleukin-13 signalin;Interleukin-4 and Interleukin-13 signaling;Interleukin-6 signalin;Interleukin-6 signaling;MAPK1 (ERK2) activatio;MAPK1 (ERK2) activation;MAPK3 (ERK1) activatio;MAPK3 (ERK1) activation;Paradoxical activation of RAF signaling by kinase inactive BRA;Paradoxical activation of RAF signaling by kinase inactive BRAF;Potential therapeutics for SAR;Potential therapeutics for SARS;Prolactin receptor signalin;Prolactin receptor signaling;RAF activatio;RAF activation;RAF/MAP kinase cascad;RAF/MAP kinase cascade;RMTs methylate histone arginine;RMTs methylate histone arginines;Regulation of IFNG signalin;Regulation of IFNG signaling;Signaling by BRAF and RAF1 fusion;Signaling by BRAF and RAF1 fusions;Signaling by CSF3 (G-CSF;Signaling by CSF3 (G-CSF);Signaling by Erythropoieti;Signaling by Erythropoietin;Signaling by Lepti;Signaling by Leptin;Signaling by RAF1 mutant;Signaling by RAF1 mutants;Signaling by SCF-KI;Signaling by SCF-KIT;Signaling by moderate kinase activity BRAF mutant;Signaling by moderate kinase activity BRAF mutants;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutant;Signaling by phosphorylated juxtamembrane, extracellular and kinase domain KIT mutants;Signaling downstream of RAS mutant;Signaling downstream of RAS mutants",,1,38,0
CHEMBL1234,DEFEROXAMINE MESYLATE,CC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCNC(=O)CCC(=O)N(O)CCCCCN.CS(=O)(=O)O,,,,,,Iron chelating agent,0,0,1
CHEMBL1237054,PLICAMYCIN,CO[C@H](C(=O)[C@@H](O)[C@@H](C)O)[C@@H]1Cc2cc3cc(O[C@H]4C[C@@H](O[C@@H]5C[C@@H](O)[C@H](O)[C@@H](C)O5)[C@H](O)[C@@H](C)O4)c(C)c(O)c3c(O)c2C(=O)[C@H]1O[C@H]1C[C@@H](O[C@@H]2C[C@@H](O)[C@@H](O[C@@H]3C[C@](C)(O)[C@H](O)[C@@H](C)O3)[C@@H](C)O2)[C@H](O)[C@@H](C)O1,,,,,,DNA inhibitor,0,0,1
