inchikey,chembl_id,drug_name,smiles,phase,n_protein_links,n_unique_genes,n_pathway_links,n_unique_pathways,n_moa_links,n_unique_moa,max_phase,n_unique_genes_log,n_unique_pathways_log,n_unique_moa_log,mechanistic_score,phase_bonus,CYP3A4_p0,CYP3A4_p1,CYP3A4_inhibition,AMES_p0,AMES_p1,AMES_mutagenic,BBB_p0,BBB_p1,BBB_penetration,hERG_p0,hERG_p1,hERG_inhibition,PAMPA_p0,PAMPA_p1,PAMPA_permeability,logS,logS_lower_bound,logS_upper_bound,Capped_logS_lower_bound,Capped_logS_upper_bound,logP,CYP2C19_p0,CYP2C19_p1,CYP2C19_inhibition,CYP2D6_p0,CYP2D6_p1,CYP2D6_inhibition,CYP1A2_p0,CYP1A2_p1,CYP1A2_inhibition,CYP2C9_p0,CYP2C9_p1,CYP2C9_inhibition,PGP_p0,PGP_p1,PGP_inhibition,admet_penalty,logS_norm,logP_norm,admet_reg_bonus,mechanistic_score_norm,overall_score,assay_top_uM,assay_series_uM
IDPUKCWIGUEADI-UHFFFAOYSA-N,CHEMBL1488,URACIL MUSTARD,Oc1ncc(N(CCCl)CCCl)c(O)n1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.234,0.27,0.5,0.0716,0.456,1.0,0.32,0.0943,0,0.457,0.126,0.0,0.652,0.0617,0.0,-2.66,-3.33,-1.99,-3.33,-1.99,1.1718,0.451,0.112,0.0,0.375,0.189,0.0,0.174,0.237,0.5,0.3,0.233,0.5,0.688,0.0498,0.0,1.4499999999999997,0.6675,0.79295,0.146045,0.0,-0.01071824999999999,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
DRHKJLXJIQTDTD-OAHLLOKOSA-N,CHEMBL1200914,TAMSULOSIN HYDROCHLORIDE,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.0436,0.629,1.0,0.815,0.0293,0.0,0.132,0.453,1,0.0176,0.673,1.0,0.0904,0.799,1.0,-1.89,-2.49,-1.28,-2.49,-1.28,2.3409000000000004,0.818,0.023,0.0,0.161,0.381,1.0,0.568,0.0496,0.0,0.35,0.184,0.0,0.876,0.00404,0.0,1.6,0.76375,0.9147749999999999,0.16785250000000002,0.0,-0.010822124999999997,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
GFNANZIMVAIWHM-OBYCQNJPSA-N,CHEMBL1451,TRIAMCINOLONE,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.429,0.131,0.0,0.428,0.0819,0.0,0.246,0.143,0,0.135,0.3,1.0,0.642,0.0657,0.0,-3.49,-4.25,-2.73,-4.25,-2.73,0.6204999999999998,0.416,0.122,0.0,0.444,0.162,0.0,0.65,0.0262,0.0,0.129,0.431,1.0,0.79,0.0327,0.0,1.3,0.56375,0.655125,0.1218875,0.0,-0.010966875000000001,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
UOFYSRZSLXWIQB-UHFFFAOYSA-N,CHEMBL4297866,ABIVERTINIB MALEATE,C=CC(=O)Nc1cccc(Oc2nc(Nc3ccc(N4CCN(C)CC4)c(F)c3)nc3[nH]ccc23)c1,,0,0,0,0,2,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.833,0.0317,0.0,0.603,0.0446,0.0,0.114,0.51,1,0.104,0.324,1.0,0.208,0.544,1.0,-4.87,-5.35,-4.4,-5.35,-4.4,4.5092000000000025,0.922,0.0075,0.0,0.961,0.00989,0.0,0.927,0.00534,0.0,0.974,0.00461,0.0,0.279,0.16,0.0,1.0,0.39125,0.37269999999999937,0.07639499999999994,0.0,-0.011040750000000009,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
PKVRCIRHQMSYJX-AIFWHQITSA-N,CHEMBL450449,TRABECTEDIN,COc1cc2c(cc1O)CCN[C@]21CS[C@@H]2c3c(OC(C)=O)c(C)c4c(c3[C@H](COC1=O)N1[C@@H]2[C@H]2c3c(cc(C)c(OC)c3O)C[C@@H]([C@@H]1O)N2C)OCO4,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.542,0.0959,0.0,0.0702,0.456,1.0,0.226,0.144,0,0.632,0.0721,0.0,0.0529,0.888,1.0,-3.49,-3.92,-3.06,-3.92,-3.06,3.413240000000002,0.648,0.0532,0.0,0.14,0.399,1.0,0.569,0.0467,0.0,0.672,0.0611,0.0,0.91,0.00607,0.0,1.3,0.56375,0.6466899999999995,0.12104399999999996,0.0,-0.011093400000000007,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
FLFGNMFWNBOBGE-FNNZEKJRSA-N,CHEMBL2105665,ELACYTARABINE,CCCCCCCC/C=C/CCCCCCCC(=O)OC[C@H]1O[C@@H](n2ccc(N)nc2=O)[C@@H](O)[C@@H]1O,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.645,0.0629,0.0,0.0527,0.598,1.0,0.0315,0.95,1,0.813,0.0361,0.0,0.48,0.152,0.0,-6.09,-7.62,-4.55,-7.62,-4.55,4.025400000000004,0.837,0.0177,0.0,0.895,0.0235,0.0,0.502,0.0584,0.0,0.962,0.00539,0.0,0.614,0.0708,0.0,1.0,0.23875000000000002,0.49364999999999903,0.0732399999999999,0.0,-0.011514000000000014,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
XCGYUJZMCCFSRP-UHFFFAOYSA-N,CHEMBL847,OXAMNIQUINE,CC(C)NCC1CCc2cc(CO)c([N+](=O)[O-])cc2N1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.817,0.0201,0.0,0.0699,0.484,1.0,0.246,0.135,0,0.672,0.062,0.0,0.239,0.395,1.0,-2.7,-3.61,-1.78,-3.61,-1.78,1.8118,0.206,0.264,0.5,0.0973,0.479,1.0,0.2,0.219,0.5,0.719,0.0439,0.0,0.758,0.0422,0.0,1.5999999999999999,0.6625,0.95295,0.16154500000000002,0.0,-0.01176824999999999,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
VJGFOYBQOIPQFY-XMMPIXPASA-N,CHEMBL2103876,MAPRACORAT,Cc1ccc2c(NC[C@](O)(CC(C)(C)c3cc(F)cc4c3OCC4)C(F)(F)F)cccc2n1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.238,0.276,0.5,0.502,0.0639,0.0,0.0906,0.531,1,0.766,0.0437,0.0,0.146,0.597,1.0,-4.47,-5.13,-3.8,-5.13,-3.8,5.690420000000004,0.243,0.231,0.5,0.156,0.364,1.0,0.5,0.0569,0.0,0.686,0.0588,0.0,0.11,0.218,1.0,0.8999999999999999,0.44125000000000003,0.07739499999999899,0.051864499999999904,0.0,-0.012470325000000013,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
NMDYYWFGPIMTKO-KLCPSUAYSA-N,CHEMBL2110725,VINFLUNINE,CC[C@]12C=CCN3CC[C@@]4(c5cc([C@@]6(C(=O)OC)C[C@@H]7C[C@@H](C(C)(F)F)CN(Cc8c6[nH]c6ccccc86)C7)c(OC)cc5N(C)[C@H]4[C@@](O)(C(=O)OC)[C@@H]1OC(C)=O)[C@@H]32,,0,0,0,0,2,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.159,0.377,1.0,0.834,0.0133,0.0,0.0551,0.764,1,0.532,0.103,0.0,0.0072,0.98,1.0,-5.87,-6.43,-5.32,-6.43,-5.32,5.078700000000006,0.722,0.0368,0.0,0.00433,0.862,1.0,0.777,0.0143,0.0,0.545,0.0914,0.0,0.0582,0.249,1.0,0.8999999999999999,0.26625,0.23032499999999856,0.049657499999999855,0.0,-0.01280137500000002,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
ZENNIHDHUIWZRA-SEJAZBPASA-N,CHEMBL6067642,CODEINE PHOSPHATE,COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341.COc1ccc2c3c1O[C@H]1[C@@H](O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341,,0,0,0,0,2,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.791,0.026,0.0,0.753,0.0276,0.0,0.0416,0.908,1,0.0235,0.617,1.0,0.15,0.546,1.0,-1.8,-2.25,-1.35,-2.25,-1.35,3.002200000000001,0.362,0.15,0.0,0.187,0.36,1.0,0.567,0.0431,0.0,0.0833,0.613,1.0,0.95,0.0125,0.0,1.6,0.775,0.7494499999999997,0.152445,0.0,-0.013133249999999999,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
AGRCPNMCOXLKFO-BDVNFPICSA-N,CHEMBL1977579,STREPTOZOCIN,CN(N=O)C(=O)N[C@@H](C=O)[C@@H](O)[C@H](O)[C@H](O)CO,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.952,0.0071,0.0,0.0725,0.489,1.0,0.285,0.128,0,0.628,0.0831,0.0,0.83,0.0208,0.0,0.177,-0.369,0.722,-0.369,0.722,-3.048299999999999,0.357,0.153,0.0,0.719,0.0738,0.0,0.599,0.0405,0.0,0.18,0.334,1.0,0.912,0.0172,0.0,1.3,1.0,0.0,0.1,0.0,-0.014249999999999999,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
FAOZLTXFLGPHNG-KNAQIMQKSA-N,CHEMBL1200600,FLUOROMETHOLONE,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.488,0.108,0.0,0.717,0.0347,0.0,0.0478,0.926,1,0.172,0.27,1.0,0.485,0.163,0.0,-4.77,-5.4,-4.14,-5.4,-4.14,2.923300000000001,0.263,0.21,0.5,0.38,0.188,0.0,0.471,0.0565,0.0,0.147,0.404,1.0,0.824,0.0357,0.0,1.45,0.40375000000000005,0.7691749999999997,0.11729249999999998,0.0,-0.015031125000000003,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
RUZYUOTYCVRMRZ-UHFFFAOYSA-N,CHEMBL1200561,DOXAZOSIN MESYLATE,COc1cc2nc(N3CCN(C(=O)C4COc5ccccc5O4)CC3)nc(N)c2cc1OC,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.0409,0.633,1.0,0.156,0.269,1.0,0.0799,0.554,1,0.514,0.108,0.0,0.0455,0.801,1.0,-4.35,-5.6,-3.1,-5.6,-3.1,1.717799999999999,0.304,0.179,0.0,0.202,0.327,0.5,0.417,0.0773,0.0,0.239,0.274,0.5,0.702,0.0399,0.0,1.5999999999999999,0.45625000000000004,0.9294499999999998,0.13857,0.0,-0.015214499999999994,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
WOFMFGQZHJDGCX-ZULDAHANSA-N,CHEMBL1161,MOMETASONE FUROATE,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(Cl)[C@@H](O)C[C@]2(C)[C@@]1(OC(=O)c1ccco1)C(=O)CCl,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.0973,0.462,1.0,0.717,0.0437,0.0,0.0187,0.978,1,0.477,0.113,0.0,0.389,0.237,0.0,-4.09,-4.54,-3.65,-4.54,-3.65,4.869200000000005,0.519,0.0884,0.0,0.0326,0.685,1.0,0.13,0.305,1.0,0.401,0.159,0.0,0.0376,0.419,1.0,1.2,0.48875,0.28269999999999884,0.0771449999999999,0.0,-0.015428250000000015,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
PLHJDBGFXBMTGZ-WEVVVXLNSA-N,CHEMBL1103,FURAZOLIDONE,O=C1OCCN1/N=C/c1ccc([N+](=O)[O-])o1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.422,0.151,0.0,0.0109,0.921,1.0,0.312,0.0834,0,0.386,0.148,0.0,0.274,0.427,0.5,-3.07,-3.89,-2.25,-3.89,-2.25,0.9739,0.447,0.108,0.0,0.177,0.348,1.0,0.129,0.297,1.0,0.411,0.14,0.0,0.888,0.0347,0.0,1.6,0.61625,0.743475,0.13597250000000002,0.0,-0.015604124999999995,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
WBXPDJSOTKVWSJ-ZDUSSCGKSA-L,CHEMBL6068329,PEMETREXED DIPOTASSIUM,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1,,0,0,0,0,2,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.994,0.00144,0.0,0.175,0.228,1.0,0.265,0.134,0,0.895,0.0201,0.0,0.983,0.00422,0.0,-4.37,-5.02,-3.72,-5.02,-3.72,-2.002999999999997,0.972,0.00341,0.0,0.924,0.0153,0.0,0.916,0.00341,0.0,0.877,0.00951,0.0,0.774,0.0395,0.0,1.0,0.45375,0.0,0.045375,0.0,-0.01569375,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
HUFOZJXAKZVRNJ-UHFFFAOYSA-N,CHEMBL3545308,ROCILETINIB,C=CC(=O)Nc1cccc(Nc2nc(Nc3ccc(N4CCN(C(C)=O)CC4)cc3OC)ncc2C(F)(F)F)c1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.0863,0.458,1.0,0.744,0.0427,0.0,0.149,0.343,1,0.808,0.0354,0.0,0.0376,0.928,1.0,-6.34,-6.97,-5.71,-6.97,-5.71,4.784200000000004,0.554,0.077,0.0,0.557,0.106,0.0,0.213,0.207,0.5,0.0721,0.61,1.0,0.15,0.225,1.0,1.05,0.20750000000000002,0.30394999999999905,0.05114499999999991,0.0,-0.015953250000000013,3.0,"[3.0, 1.0, 0.3333333333333333, 0.1111111111111111, 0.037037037037037035, 0.012345679012345678, 0.00411522633744856, 0.0013717421124828531, 0.0004572473708276177, 0.00015241579027587258]"
SGUAFYQXFOLMHL-ACJLOTCBSA-N,CHEMBL1204165,DILEVALOL HYDROCHLORIDE,C[C@H](CCc1ccccc1)NC[C@H](O)c1ccc(O)c(C(N)=O)c1,,0,0,0,0,1,1,,0.0,0.0,0.6931471805599453,0.1178350206951907,0.0,0.683,0.0516,0.0,0.938,0.0116,0.0,0.687,0.0174,0,0.16,0.266,1.0,0.819,0.0153,0.0,-3.25,-4.0,-2.5,-4.0,-2.5,2.1354,0.183,0.306,1.0,0.0131,0.798,1.0,0.431,0.072,0.0,0.214,0.302,0.5,0.831,0.0311,0.0,1.75,0.59375,0.96615,0.15599,0.0,-0.0159765,10.0,"[10.0, 3.3333333333333335, 1.1111111111111112, 0.37037037037037035, 0.12345679012345678, 0.0411522633744856, 0.013717421124828532, 0.004572473708276178, 0.0015241579027587258, 0.0005080526342529086]"
