active_id,canonical_smiles,inchikey,representative_chembl_id,names,chembl_ids,n_chembl_ids,max_phase,statuses,n_protein_links,n_pathway_links,n_moa_links,n_total_links,unique_proteins,unique_pathways,unique_moas,names_upper
YNDXUCZADRHECN-JNQJZLCISA-N,CC1(C)O[C@@H]2C[C@H]3[C@@H]4CCC5=CC(=O)C=C[C@]5(C)[C@@]4(F)[C@@H](O)C[C@]3(C)[C@]2(C(=O)CO)O1,YNDXUCZADRHECN-JNQJZLCISA-N,CHEMBL1504,TRIAMCINOLONE ACETONIDE,CHEMBL1504,1,,,0,0,1,1,0,0,1,TRIAMCINOLONE ACETONIDE
YQABXEMTTPRASZ-GXKRWWSZSA-L,Nc1nc2[nH]cc(CCc3ccc(C(=O)N[C@@H](CCC(=O)[O-])C(=O)[O-])cc3)c2c(=O)[nH]1.[K+].[K+],YQABXEMTTPRASZ-GXKRWWSZSA-L,CHEMBL6068329,PEMETREXED DIPOTASSIUM,CHEMBL6068329,1,,,0,0,1,1,0,0,1,PEMETREXED DIPOTASSIUM
YRCHYHRCBXNYNU-UHFFFAOYSA-N,COCCNCc1ccc(-c2cc3nccc(Oc4ccc(NC(=S)NC(=O)Cc5ccc(F)cc5)cc4F)c3s2)nc1,YRCHYHRCBXNYNU-UHFFFAOYSA-N,CHEMBL3989914,GLESATINIB,CHEMBL3989914,1,2.0,Completed,2,20,0,22,2,8,0,GLESATINIB
YRFXGQHBPBMFHW-SBTZIJSASA-N,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C[C@H](C)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,YRFXGQHBPBMFHW-SBTZIJSASA-N,CHEMBL1201064,FLUOROMETHOLONE ACETATE,CHEMBL1201064,1,,,0,0,1,1,0,0,1,FLUOROMETHOLONE ACETATE
YTFHCXIPDIHOIA-DHZHZOJOSA-N,CC1(C)CCC(C)(C)c2cc(Cn3cccn3)c(/C=C/c3ccc(C(=O)O)cc3)cc21,YTFHCXIPDIHOIA-DHZHZOJOSA-N,CHEMBL2105648,PALOVAROTENE,CHEMBL2105648,1,4.0,,1,6,0,7,1,3,0,PALOVAROTENE
YXYAEUMTJQGKHS-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2ncc(C(=O)OC(C)C)c(-c3cn(C)c4ccccc34)n2)c(OC)cc1N(C)CCN(C)C.O=C(O)CCC(=O)O,YXYAEUMTJQGKHS-UHFFFAOYSA-N,CHEMBL4802239,MOBOCERTINIB SUCCINATE,CHEMBL4802239,1,,,0,0,1,1,0,0,1,MOBOCERTINIB SUCCINATE
YYACLQUDUDXAPA-MRXNPFEDSA-N,O=C(c1c(F)ccc(NS(=O)(=O)N2CC[C@@H](F)C2)c1F)c1c[nH]c2ncc(-c3cnc(C4CC4)nc3)cc12,YYACLQUDUDXAPA-MRXNPFEDSA-N,CHEMBL4303729,PLIXORAFENIB,CHEMBL4303729,1,2.0,Recruiting,1,32,0,33,1,16,0,PLIXORAFENIB
YYLKKYCXAOBSRM-JXMROGBWSA-N,O=C(c1ccc(/C=C/c2n[nH]c3ccccc23)cc1)N1CCNCC1,YYLKKYCXAOBSRM-JXMROGBWSA-N,CHEMBL1908397,KW-2449,CHEMBL1908397,1,1.0,Terminated,2,80,0,82,2,40,0,KW-2449
ZADWXQMNNVICKB-UHFFFAOYSA-N,CCc1cc2c(c(OCC(F)(F)F)c(C(=O)NC3CCN(C(=O)CO)CC3)n2C)c(=O)n1CC(=O)c1ccccc1,ZADWXQMNNVICKB-UHFFFAOYSA-N,CHEMBL2205230,TAK-441,CHEMBL2205230,1,1.0,Completed,1,10,0,11,1,6,0,TAK-441
ZCBUQCWBWNUWSU-SFHVURJKSA-N,CN(C)C[C@@H]1CCn2cc(c3ccccc32)C2=C(C(=O)NC2=O)c2cn(c3ccccc23)CCO1,ZCBUQCWBWNUWSU-SFHVURJKSA-N,CHEMBL91829,RUBOXISTAURIN,CHEMBL91829,1,3.0,Completed,1,10,0,11,1,10,0,RUBOXISTAURIN
ZFKXDVMHNXPEIY-PEZBNFGJSA-N,COC1=CC(c2cc3ccccc3[nH]2)=N/C1=C\c1[nH]c(C)cc1C.CS(=O)(=O)O,ZFKXDVMHNXPEIY-PEZBNFGJSA-N,CHEMBL2107358,OBATOCLAX MESYLATE,CHEMBL2107358,1,3.0,Withdrawn,1,16,1,18,1,8,1,OBATOCLAX MESYLATE
ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,Cc1ccc(NC(=O)c2ccc(CN3CC[C@H](N(C)C)C3)c(C(F)(F)F)c2)cc1Nc1nccc(-c2cncnc2)n1,ZGBAJMQHJDFTQJ-DEOSSOPVSA-N,CHEMBL206834,BAFETINIB,CHEMBL206834,1,2.0,Completed,1,26,0,27,1,13,0,BAFETINIB
ZHSKUOZOLHMKEA-UHFFFAOYSA-N,Cl.Cn1c(CCCC(=O)O)nc2cc(N(CCCl)CCCl)ccc21,ZHSKUOZOLHMKEA-UHFFFAOYSA-N,CHEMBL1201734,BENDAMUSTINE HYDROCHLORIDE,CHEMBL1201734,1,,,0,0,1,1,0,0,1,BENDAMUSTINE HYDROCHLORIDE
ZJPNGZUERUYZEG-UHFFFAOYSA-N,C=CC(=O)Nc1cc(Nc2nccc(-n3cc(CN(C)C)c(-c4ccccc4)n3)n2)c(OC)cc1N1CCOCC1.CS(=O)(=O)O.O,ZJPNGZUERUYZEG-UHFFFAOYSA-N,CHEMBL6068478,LAZERTINIB MESYLATE,CHEMBL6068478,1,,,0,0,1,1,0,0,1,LAZERTINIB MESYLATE
ZLHFONARZHCSET-UHFFFAOYSA-N,Cl.NCC(=O)CCC(=O)O,ZLHFONARZHCSET-UHFFFAOYSA-N,CHEMBL1200582,AMINOLEVULINIC ACID HYDROCHLORIDE,CHEMBL1200582,1,,,0,0,1,1,0,0,1,AMINOLEVULINIC ACID HYDROCHLORIDE
ZOCKGBMQLCSHFP-KQRAQHLDSA-N,CCCCC(=O)OCC(=O)[C@]1(O)Cc2c(O)c3c(c(O)c2[C@@H](O[C@H]2C[C@H](NC(=O)C(F)(F)F)[C@H](O)[C@H](C)O2)C1)C(=O)c1c(OC)cccc1C3=O,ZOCKGBMQLCSHFP-KQRAQHLDSA-N,CHEMBL1096885,VALRUBICIN,CHEMBL1096885,1,4.0,,1,4,1,6,1,2,1,VALRUBICIN
ZQGJCHHKJNSPMS-UHFFFAOYSA-L,COc1cc(Nc2ncc(F)c(Nc3ccc4c(n3)N(COP(=O)([O-])[O-])C(=O)C(C)(C)O4)n2)cc(OC)c1OC.O.O.O.O.O.O.[Na+].[Na+],ZQGJCHHKJNSPMS-UHFFFAOYSA-L,CHEMBL3989516,FOSTAMATINIB DISODIUM,CHEMBL3989516,1,,,0,0,1,1,0,0,1,FOSTAMATINIB DISODIUM
ZQOBVMHBVWNVBG-UHFFFAOYSA-N,Cc1ccc(C(=O)NNC(=O)c2c(C)cccc2Cl)cc1C#Cc1cnc2ccccc2c1,ZQOBVMHBVWNVBG-UHFFFAOYSA-N,CHEMBL4130229,VODOBATINIB,CHEMBL4130229,1,2.0,"Active, not recruiting;Recruiting",2,35,0,37,2,22,0,VODOBATINIB
ZVHNDZWQTBEVRY-UHFFFAOYSA-N,N#CCNC(=O)c1ccc(-c2ccnc(Nc3ccc(N4CCOCC4)cc3)n2)cc1,ZVHNDZWQTBEVRY-UHFFFAOYSA-N,CHEMBL1078178,MOMELOTINIB,CHEMBL1078178,1,3.0,Completed,1,76,0,77,1,38,0,MOMELOTINIB
ZWAOHEXOSAUJHY-ZIYNGMLESA-N,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,ZWAOHEXOSAUJHY-ZIYNGMLESA-N,CHEMBL1130,DOXIFLURIDINE,CHEMBL1130,1,,,0,0,1,1,0,0,1,DOXIFLURIDINE
ZXBFYBLSJMEBEP-UHFFFAOYSA-N,COc1ccc(Br)cc1NC(=O)Nc1cccc2c1ccn2Cc1ccnc(N)c1,ZXBFYBLSJMEBEP-UHFFFAOYSA-N,CHEMBL3545155,JI-101,CHEMBL3545155,1,1.0,Completed,2,26,0,28,2,14,0,JI-101
ZXJXZNDDNMQXFV-UHFFFAOYSA-M,CN(C)c1ccc(C(=C2C=CC(=[N+](C)C)C=C2)c2ccc(N(C)C)cc2)cc1.[Cl-],ZXJXZNDDNMQXFV-UHFFFAOYSA-M,CHEMBL64894,GENTIAN VIOLET,CHEMBL64894,1,,,0,0,1,1,0,0,1,GENTIAN VIOLET
ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)C3=CC[C@]2(C)[C@@]1(O)C(=O)CO,ZYTXTXAMMDTYDQ-DGEXFFLYSA-N,CHEMBL2348780,VAMOROLONE,CHEMBL2348780,1,,,0,0,1,1,0,0,1,VAMOROLONE
ZZIZZTHXZRDOFM-XFULWGLBSA-N,CCOc1ccccc1OCCN[C@H](C)Cc1ccc(OC)c(S(N)(=O)=O)c1.Cl,ZZIZZTHXZRDOFM-XFULWGLBSA-N,CHEMBL1200914,TAMSULOSIN HYDROCHLORIDE,CHEMBL1200914,1,,,0,0,1,1,0,0,1,TAMSULOSIN HYDROCHLORIDE
